sentence,relation,head,tail,head_offset,tail_offset
树表查找和双向链表是对立的概念,anto,树表查找,双向链表,0,5
穷举法需要使用入度,b-rely,入度,穷举法,7,0
无序序列表现出邻接表的特性,attr,无序序列,邻接表,0,7
非比较排序需要使用数组,b-rely,数组,非比较排序,9,0
栈内存等同于逻辑结构,syno,栈内存,逻辑结构,0,6
链表和最优子结构是对立的概念,anto,链表,最优子结构,0,3
折半查找是渐近复杂度的重要属性,attr,渐近复杂度,折半查找,5,0
在数据结构中，算法的有穷性和红黑树表示相同的概念,syno,算法的有穷性,红黑树,7,14
深度优先搜索与顶点具有相反的作用,anto,深度优先搜索,顶点,0,7
存储结构需要使用空表,rely,存储结构,空表,0,8
在算法中，无向图和有向图执行相反的功能,anto,无向图,有向图,5,9
分治算法是后缀树的重要属性,b-attr,分治算法,后缀树,0,5
父节点是比较排序的组成部分,b-belg,父节点,比较排序,0,4
Θ记号和散列存储是相反的操作,anto,Θ记号,散列存储,0,4
插入包含边的方向,belg,插入,边的方向,0,4
普里姆算法由无向图等部分构成,b-belg,无向图,普里姆算法,6,0
在LFU缓存中包含了静态数组,belg,LFU缓存,静态数组,1,10
冒泡排序和平衡因子是对立的概念,anto,冒泡排序,平衡因子,0,5
选择排序的实现基于穷举法,rely,选择排序,穷举法,0,9
Dijkstra算法等同于Ω记号,syno,Dijkstra算法,Ω记号,0,13
递归复杂度表现出出队的特性,attr,递归复杂度,出队,0,8
非线性结构等同于并查集,syno,非线性结构,并查集,0,8
AC自动机和动态规划入门是同义概念,syno,AC自动机,动态规划入门,0,6
分治是顺序查找的重要属性,attr,顺序查找,分治,3,0
旋转依赖于哈希表,b-rely,哈希表,旋转,5,0
图的边具有删除属性,attr,图的边,删除,0,5
插入表现出集合的特性,attr,插入,集合,0,5
平均情况的实现基于AOE网,b-rely,AOE网,平均情况,9,0
引用计数的实现基于顺序访问,rely,引用计数,顺序访问,0,9
在算法中，克鲁斯卡尔算法和树执行相反的功能,anto,克鲁斯卡尔算法,树,5,13
字符串是连通分量的组成部分,belg,连通分量,字符串,4,0
实现顺序存储时需要依赖克鲁斯卡尔算法,b-rely,克鲁斯卡尔算法,顺序存储,11,2
线性结构是无序序列的组成部分,b-belg,线性结构,无序序列,0,5
LRU缓存包含排序算法稳定性,b-belg,排序算法稳定性,LRU缓存,7,0
直接插入排序包含遍历,b-belg,遍历,直接插入排序,8,0
静态数组由字符串等部分构成,belg,静态数组,字符串,0,5
表长依赖于二叉树,rely,表长,二叉树,0,5
边由希尔排序等部分构成,b-belg,希尔排序,边,2,0
回溯算法由跳跃表等部分构成,b-belg,跳跃表,回溯算法,5,0
二路归并需要使用最优子结构,rely,二路归并,最优子结构,0,8
环等同于负权边,syno,环,负权边,0,4
动态内存和散列表是同义概念,syno,动态内存,散列表,0,5
内存回收依赖于父节点,rely,内存回收,父节点,0,7
字符串和分治算法是相反的操作,anto,字符串,分治算法,0,4
最小生成树需要使用大根堆,b-rely,大根堆,最小生成树,9,0
前驱节点是顺序存储的组成部分,b-belg,前驱节点,顺序存储,0,5
哈希查找与折半查找具有相反的作用,anto,哈希查找,折半查找,0,5
在动态规划入门中包含了LFU缓存,b-belg,LFU缓存,动态规划入门,11,1
分治算法依赖于稳定排序,b-rely,稳定排序,分治算法,7,0
堆是状态转移的重要属性,attr,状态转移,堆,2,0
链表节点是有序表的组成部分,belg,有序表,链表节点,5,0
在散列表中包含了广度优先搜索,b-belg,广度优先搜索,散列表,8,1
在AOE 网中包含了穷举法,b-belg,穷举法,AOE 网,10,1
移动表现出空间复杂度的特性,attr,移动,空间复杂度,0,5
连通图由冒泡排序等部分构成,belg,连通图,冒泡排序,0,4
引用计数的实现基于有序表,rely,引用计数,有序表,0,9
旋转是物理结构的重要属性,attr,物理结构,旋转,3,0
边表由垃圾回收等部分构成,belg,边表,垃圾回收,0,3
静态内存的实现基于邻接多重表,rely,静态内存,邻接多重表,0,9
最优子结构是十字链表的重要属性,b-attr,最优子结构,十字链表,0,6
实现希尔排序时需要依赖空间复杂度,rely,希尔排序,空间复杂度,2,11
逻辑结构是递推的组成部分,b-belg,逻辑结构,递推,0,5
AOV网由算法步骤等部分构成,b-belg,算法步骤,AOV网,5,0
开放寻址是边的重要属性,attr,边,开放寻址,5,0
稠密图表现出合并的特性,attr,稠密图,合并,0,6
度与逻辑结构具有相同的含义,syno,度,逻辑结构,0,2
普里姆算法的特征是动态规划,attr,普里姆算法,动态规划,0,9
势能方法和边是相反的操作,anto,势能方法,边,0,5
希尔排序具有树的高度属性,attr,希尔排序,树的高度,0,6
递归和平衡二叉树是同义概念,syno,递归,平衡二叉树,0,3
实现平衡因子时需要依赖静态查找,rely,平衡因子,静态查找,2,11
尾节点和顺序查找是对立的概念,anto,尾节点,顺序查找,0,4
平均查找长度依赖于平衡二叉树,b-rely,平衡二叉树,平均查找长度,9,0
复制包含顶点,b-belg,顶点,复制,4,0
索引存储依赖于最长路径,b-rely,最长路径,索引存储,7,0
边表具有平均查找长度属性,b-attr,平均查找长度,边表,4,0
强连通图与稳定排序具有相反的作用,anto,强连通图,稳定排序,0,5
实现边的方向时需要依赖合并,b-rely,合并,边的方向,11,2
在算法中，合并和动态查找执行相反的功能,anto,合并,动态查找,5,8
在回溯算法中包含了多源最短路径,belg,回溯算法,多源最短路径,1,9
前驱节点需要使用弱连通图,b-rely,弱连通图,前驱节点,8,0
路径表现出根节点的特性,b-attr,根节点,路径,5,0
数据类型依赖于分支限界,b-rely,分支限界,数据类型,7,0
摊还分析的特征是并查集,b-attr,并查集,摊还分析,8,0
实现小根堆时需要依赖垃圾回收,rely,小根堆,垃圾回收,2,10
无序序列与路径具有相同的含义,syno,无序序列,路径,0,5
直接插入排序和顺序访问是同义概念,syno,直接插入排序,顺序访问,0,7
顶点需要使用字符串,b-rely,字符串,顶点,6,0
实现Ω记号时需要依赖插入,rely,Ω记号,插入,2,10
删除的特征是图的边,attr,删除,图的边,0,6
在复制中包含了双向链表,b-belg,双向链表,复制,7,1
有序序列需要使用希尔排序,b-rely,希尔排序,有序序列,8,0
Bellman-Ford算法由有向图等部分构成,b-belg,有向图,Bellman-Ford算法,15,0
顺序存储表现出最长路径的特性,attr,顺序存储,最长路径,0,7
销毁的特征是二叉搜索树,b-attr,二叉搜索树,销毁,6,0
单链表的实现基于操作效率,rely,单链表,操作效率,0,8
循环队列需要使用前缀树,b-rely,前缀树,循环队列,8,0
弗洛伊德算法的实现基于算法步骤,b-rely,算法步骤,弗洛伊德算法,11,0
在算法中，入度和平衡因子执行相反的功能,anto,入度,平衡因子,5,8
栈等同于冲突解决,syno,栈,冲突解决,0,4
实现路径时需要依赖强连通图,rely,路径,强连通图,2,9
递归复杂度具有双端队列属性,attr,递归复杂度,双端队列,0,7
哈希函数与数据元素具有相反的作用,anto,哈希函数,数据元素,0,5
对象池表现出稳定性的特性,attr,对象池,稳定性,0,6
递归基础由贪心算法等部分构成,belg,递归基础,贪心算法,0,5
在算法中，顺序存储和Ω记号执行相反的功能,anto,顺序存储,Ω记号,5,10
堆等同于边的权重,syno,堆,边的权重,0,4
AOV 网由移动等部分构成,b-belg,移动,AOV 网,6,0
合并等同于贪心,syno,合并,贪心,0,5
回溯法与旋转具有相反的作用,anto,回溯法,旋转,0,4
记忆化搜索由二叉树等部分构成,b-belg,二叉树,记忆化搜索,6,0
LFU缓存是叶子节点的重要属性,b-attr,LFU缓存,叶子节点,0,6
在散列表中包含了完全二叉树,b-belg,完全二叉树,散列表,8,1
在AC自动机中包含了后继节点,b-belg,后继节点,AC自动机,10,1
删除由大根堆等部分构成,b-belg,大根堆,删除,3,0
扩容表现出顺序存储的特性,attr,扩容,顺序存储,0,5
迪杰斯特拉算法和入队是相反的操作,anto,迪杰斯特拉算法,入队,0,8
聚合分析的特征是算法的有穷性,b-attr,算法的有穷性,聚合分析,8,0
非连通图与分治具有相同的含义,syno,非连通图,分治,0,5
Ω记号是边的组成部分,belg,边,Ω记号,4,0
有序序列和小根堆是对立的概念,anto,有序序列,小根堆,0,5
实现无向图时需要依赖树表查找,b-rely,树表查找,无向图,10,2
引用计数需要使用线性查找,b-rely,线性查找,引用计数,8,0
存储结构需要使用访问,rely,存储结构,访问,0,8
指数查找与插入具有相反的作用,anto,指数查找,插入,0,5
前缀树表现出顶点的特性,attr,前缀树,顶点,0,6
线段树表现出递归的特性,b-attr,递归,线段树,6,0
红黑树由插入等部分构成,belg,红黑树,插入,0,4
交换排序和斐波那契堆是相反的操作,anto,交换排序,斐波那契堆,0,5
边是队列的组成部分,b-belg,边,队列,0,2
哈希表等同于散列存储,syno,哈希表,散列存储,0,6
在算法中，线性结构和单源最短路径执行相反的功能,anto,线性结构,单源最短路径,5,10
最坏情况是右子树的重要属性,attr,右子树,最坏情况,5,0
红黑树和顺序查找是对立的概念,anto,红黑树,顺序查找,0,4
查找成功是顶点度数的重要属性,attr,顶点度数,查找成功,5,0
Bellman-Ford算法和冲突解决是对立的概念,anto,Bellman-Ford算法,冲突解决,0,15
在邻接表中包含了操作效率,b-belg,操作效率,邻接表,8,1
插入和线性结构是同义概念,syno,插入,线性结构,0,3
比较排序依赖于时间复杂度,b-rely,时间复杂度,比较排序,7,0
顶点度数和索引存储是对立的概念,anto,顶点度数,索引存储,0,5
路径具有顺序查找属性,attr,路径,顺序查找,0,4
边与Prim算法具有相反的作用,anto,边,Prim算法,0,2
根节点和稠密图是对立的概念,anto,根节点,稠密图,0,4
顺序存储表现出更新的特性,attr,顺序存储,更新,0,7
图与位序具有相反的作用,anto,图,位序,0,2
简单排序包含大O记号,b-belg,大O记号,简单排序,6,0
在平衡二叉树中包含了最长路径,belg,平衡二叉树,最长路径,1,10
数据项包含后继节点,belg,数据项,后继节点,0,5
Floyd算法由按秩合并等部分构成,belg,Floyd算法,按秩合并,0,8
实现迭代时需要依赖链表,rely,迭代,链表,2,9
树的深度的实现基于数组,b-rely,数组,树的深度,9,0
斐波那契堆与时间复杂度具有相同的含义,syno,斐波那契堆,时间复杂度,0,6
位序是空表的组成部分,b-belg,位序,空表,0,3
分割是递归复杂度的组成部分,belg,递归复杂度,分割,3,0
栈依赖于动态查找,rely,栈,动态查找,0,4
红黑树依赖于桶排序,b-rely,桶排序,红黑树,6,0
在算法中，平衡二叉树和稳定性执行相反的功能,anto,平衡二叉树,稳定性,5,11
后序遍历表现出前缀树的特性,attr,后序遍历,前缀树,0,7
KMP算法需要使用顺序存储,b-rely,顺序存储,KMP算法,9,0
实现最长路径时需要依赖数据项,rely,最长路径,数据项,2,11
插入依赖于LFU缓存,rely,插入,LFU缓存,0,5
哈希表和满二叉树是相反的操作,anto,哈希表,满二叉树,0,4
出栈具有线段树属性,attr,出栈,线段树,0,4
强连通分量是顺序查找的组成部分,belg,顺序查找,强连通分量,6,0
希尔排序具有集合属性,b-attr,集合,希尔排序,6,0
函数式数据结构等同于移动,syno,函数式数据结构,移动,0,10
缩容与引用计数具有相同的含义,syno,缩容,引用计数,0,3
层序遍历依赖于递归复杂度,b-rely,递归复杂度,层序遍历,7,0
在递归基础中包含了Θ记号,b-belg,Θ记号,递归基础,9,1
非线性结构等同于递归基础,syno,非线性结构,递归基础,0,8
在双端队列中包含了回溯法,belg,双端队列,回溯法,1,9
完全二叉树与Bellman-Ford算法具有相反的作用,anto,完全二叉树,Bellman-Ford算法,0,6
静态内存与插值查找具有相反的作用,anto,静态内存,插值查找,0,5
单源最短路径和聚合分析是同义概念,syno,单源最短路径,聚合分析,0,7
连通图的实现基于遍历,b-rely,遍历,连通图,8,0
插入是线性查找的组成部分,b-belg,插入,线性查找,0,3
排序算法稳定性和子树是相反的操作,anto,排序算法稳定性,子树,0,8
比较排序的实现基于指数查找,rely,比较排序,指数查找,0,9
无序序列表现出前序遍历的特性,b-attr,前序遍历,无序序列,7,0
可持久化数据结构是外部排序的重要属性,b-attr,可持久化数据结构,外部排序,0,9
算法的确定性和选择排序是相反的操作,anto,算法的确定性,选择排序,0,7
二项堆表现出平均查找长度的特性,attr,二项堆,平均查找长度,0,6
递归基础包含子节点,b-belg,子节点,递归基础,6,0
实现合并时需要依赖回溯算法,b-rely,回溯算法,合并,9,2
LFU缓存等同于选择排序,syno,LFU缓存,选择排序,0,8
线性表和有序序列是相反的操作,anto,线性表,有序序列,0,4
原地排序的实现基于随机访问,rely,原地排序,随机访问,0,9
双端队列等同于对象池,syno,双端队列,对象池,0,7
散列表由树的高度等部分构成,b-belg,树的高度,散列表,4,0
后缀树与堆排序具有相反的作用,anto,后缀树,堆排序,0,4
